sortedformula,icsdnum,energyperatom,reduced_composition
Hg1K1Sb1,56201.0,-2.1634295,Hg1K1Sb1
Hg1K2O2,27410.0,-3.5648797999999995,Hg1K2O2
Hg1K2S2,74500.0,-2.99264905,Hg1K2S2
Hg1K2Se4Sn1,413308.0,-3.281852,Hg1K2Se4Sn1
Hg1K4P2,67263.0,-2.58984371429,Hg1K4P2
Hg1K6S4,47218.0,-3.10347881818,Hg1K6S4
Hg1K6Se4,639060.0,-2.90661722727,Hg1K6Se4
Hg1Mo1O4,2533.0,-5.974810166669999,Hg1Mo1O4
Hg1Mo6S8,639106.0,-5.7703428,Hg1Mo6S8
Hg1N3,98661.0,-5.5916099375,Hg1N3
Hg1N6,21029.0,-6.30663925,Hg1N6
Hg1Na2O2,25511.0,-3.6479098,Hg1Na2O2
Hg1Na2S2,74499.0,-3.003252525,Hg1Na2S2
Hg1Na4P2,67260.0,-2.69426,Hg1Na4P2
Hg1O1,15890.0,-2.924251625,Hg1O1
Hg1O10V4,418029.0,-7.04756976667,Hg1O10V4
Hg1O2,24774.0,-3.34264816667,Hg1O2
Hg1O2Rb2,66276.0,-3.469839,Hg1O2Rb2
Hg1O2Sr1,165068.0,-4.68134825,Hg1O2Sr1
Hg1O3Sn1,260029.0,-4.8924182,Hg1O3Sn1
Hg1O3Ti1,19005.0,-6.049688,Hg1O3Ti1
Hg1O3V1,82242.0,-5.9445447,Hg1O3V1
Hg1O4W1,169667.0,-6.512835916669999,Hg1O4W1
Hg1P14Pb1,639127.0,-4.996125671880001,Hg1P14Pb1
Hg1P14Sn1,412437.0,-5.00813453125,Hg1P14Sn1
Hg1Rb6S4,639158.0,-2.98834931818,Hg1Rb6S4
Hg1Rb6Se4,639159.0,-2.8050405454500003,Hg1Rb6Se4
Hg1S1,639164.0,-2.343535,Hg1S1
Hg1Se1,639189.0,-2.1010355,Hg1Se1
Hg1Te1,43714.0,-1.876489,Hg1Te1
Hg2Mo1O4,90083.0,-5.20325032143,Hg2Mo1O4
Hg2Mo2O7,83374.0,-6.0115075,Hg2Mo2O7
Hg2Mo5O16,84641.0,-6.7338088913,Hg2Mo5O16
Hg2Nb2O7,22226.0,-6.293171181819999,Hg2Nb2O7
Hg2O4V1,82243.0,-5.09969830357,Hg2O4V1
Hg2O4W1,90085.0,-5.66251257143,Hg2O4W1
Hg2O7Ru2,420818.0,-5.03017545455,Hg2O7Ru2
Hg2O7V2,2517.0,-5.882494068180001,Hg2O7V2
Hg2Se4Sn1,165096.0,-2.916424,Hg2Se4Sn1
Hg3K2S8Sn2,281505.0,-3.46679156667,Hg3K2S8Sn2
Hg3Na2S4,71597.0,-2.71029133333,Hg3Na2S4
Hg3Rb2S8Sn2,85599.0,-3.45464473333,Hg3Rb2S8Sn2
Hg3Rb2Te4,83633.0,-2.21163980556,Hg3Rb2Te4
Hg4S6Si1,95227.0,-3.119041,Hg4S6Si1
Hg4Se6Si1,95228.0,-2.76144863636,Hg4Se6Si1
Hg5Rb4Te13,280532.0,-2.49614328409,Hg5Rb4Te13
Hg6O7Si2,69123.0,-4.41240113333,Hg6O7Si2
I10Ir1Y6,74650.0,-4.45392635294,I10Ir1Y6
I10Mo3Te10,80206.0,-3.22137445652,I10Mo3Te10
I10Ru1Y6,74645.0,-4.37910711765,I10Ru1Y6
I11Nb6,26103.0,-4.10061130882,I11Nb6
I14K1Zr6,201675.0,-3.52790928571,I14K1Zr6
I14Mo6Pb1,36574.0,-3.75244215476,I14Mo6Pb1
I1In1,55180.0,-2.602334,I1In1
I1In1Te1,100703.0,-2.90130325,I1In1Te1
I1In3Te3,66032.0,-3.12046878571,I1In3Te3
I1K1,53843.0,-2.807938,I1K1
I1K4P21,391275.0,-4.8992739615400005,I1K4P21
I1La1,83678.0,-3.79905875,I1La1
I1La2Ni2,165262.0,-4.0729826000000005,I1La2Ni2
I1Li1,414242.0,-2.94833725,I1Li1
I1Li6P1S5,421083.0,-4.07559253846,I1Li6P1S5
I1Li7N2,16799.0,-2.9234329,I1Li7N2
I1Mn1Sb1Se2,281558.0,-4.5026587,I1Mn1Sb1Se2
I1N1Sr2,172602.0,-4.40469675,I1N1Sr2
I1N1Ti1,27394.0,-6.314159666669999,I1N1Ti1
I1N1Zr1,36119.0,-6.90194333333,I1N1Zr1
I1N3Rb2,202077.0,-5.21966683333,I1N3Rb2
I1Na1,61504.0,-2.692871,I1Na1
I1Nb1Se1,201283.0,-4.82073408333,I1Nb1Se1
I1Nb1Te4,67532.0,-3.8638374375,I1Nb1Te4
I1Nb2Te6,71516.0,-4.22268080556,I1Nb2Te6
I1Nb3Se12,72021.0,-4.60396846875,I1Nb3Se12
I1Nb4Te12,72918.0,-4.160253205880001,I1Nb4Te12
I1P21Rb4,391274.0,-4.88583767308,I1P21Rb4
I1P3Se4,62673.0,-4.020505625,I1P3Se4
I1Pd1Te1,50987.0,-2.85876491667,I1Pd1Te1
I1Rb1,22168.0,-2.7583465,I1Rb1
I1S1Sb1,85301.0,-3.57308558333,I1S1Sb1
I1Sb1Se1,31292.0,-3.3662795,I1Sb1Se1
I1Sb1Te1,31355.0,-3.15943716667,I1Sb1Te1
I1Te1,108.0,-2.41582725,I1Te1
I1Te2,107.0,-2.65759633333,I1Te2
I2In1,46034.0,-2.44369154167,I2In1
I2La1,72191.0,-3.778513,I2La1
I2Li5S3Sb1,413355.0,-3.71195104545,I2Li5S3Sb1
I2Mg1,281551.0,-2.58957933333,I2Mg1
I2Mn1,33673.0,-4.196946,I2Mn1
I2Mo1,201280.0,-3.88733711111,I2Mo1
I2N2S1,72363.0,-4.1165469,I2N2S1
I2Ni1,22108.0,-2.562554,I2Ni1
I2P4S3,26485.0,-4.26242255556,I2P4S3
I2P4Se3,36365.0,-3.98740469444,I2P4Se3
I2Pb1,77325.0,-2.91963166667,I2Pb1
I2Pd1,25120.0,-2.29872333333,I2Pd1
I2Pd1Te1,409062.0,-2.542059375,I2Pd1Te1
I2Pt1,60760.0,-2.47619541667,I2Pt1
I2S1Sn2,50.0,-3.51981716667,I2S1Sn2
I2Si1,49761.0,-3.12724623333,I2Si1
I2Sn1,2831.0,-2.84318122222,I2Sn1
I2Sr1,203137.0,-3.286739,I2Sr1
I2V1,246907.0,-4.098657,I2V1
I2Zn1,2404.0,-2.05440647917,I2Zn1
I2Zr1,26418.0,-4.09114241667,I2Zr1
I3In1,23136.0,-2.327163625,I3In1
I3Ir1Te6,423670.0,-3.14570945,I3Ir1Te6
I3Ir1Y3,71524.0,-4.97072942857,I3Ir1Y3
I3K1Ti1,154261.0,-3.21203236667,I3K1Ti1
I3La1,31596.0,-3.74892625,I3La1
I3La3Pb1,409796.0,-4.05819585714,I3La3Pb1
I3La3Ru1,280447.0,-4.334706,I3La3Ru1
I3La4Si4,407247.0,-4.91111672727,I3La4Si4
I3La5Si5,407248.0,-4.99537023077,I3La5Si5
I3Li1Sc1,73339.0,-3.4346288,I3Li1Sc1
I3Nb1,109145.0,-3.605727875,I3Nb1
I3Nb1Se1,410743.0,-3.5985664,I3Nb1Se1
I3Nb1Te1,35377.0,-3.4593651,I3Nb1Te1
I3P1,311.0,-2.549405875,I3P1
I3Pb1Rb1,161482.0,-2.860684,I3Pb1Rb1
I3Pb2S2Sb1,418344.0,-3.5452945,I3Pb2S2Sb1
I3Pt1,47120.0,-2.2331301875,I3Pt1
I3Rb1,61348.0,-2.1751715,I3Rb1
I3Rb1Sn1,400934.0,-2.83628505,I3Rb1Sn1
I3Rb1Ti1,26457.0,-3.2010273,I3Rb1Ti1
I3Rb1V1,26455.0,-3.55405203333,I3Rb1V1
I3Rh1Te6,423671.0,-3.02297655,I3Rh1Te6
I3Ru1Y3,71523.0,-4.81134878571,I3Ru1Y3
I3S24Sb1,14200.0,-3.88894003571,I3S24Sb1
I3Sb1,56569.0,-2.533324375,I3Sb1
I3Si1,83643.0,-2.86816690625,I3Si1
I3Ti1,422868.0,-3.40523425,I3Ti1
I3Y1,170773.0,-3.980687875,I3Y1
I3Zr1,74648.0,-3.811890875,I3Zr1
I47W15,380385.0,-3.65609354839,I47W15
I4In1Li1,36599.0,-2.539753125,I4In1Li1
I4In1Na1,65463.0,-2.47680433333,I4In1Na1
I4In1Rb1,36601.0,-2.52686597222,I4In1Rb1
I4La1Sr1,412275.0,-3.53277675,I4La1Sr1
I4Li2Zn1,69034.0,-2.53677807143,I4Li2Zn1
I4Nb1,23916.0,-3.209507,I4Nb1
I4Nb4Te17,54072.0,-3.83952524,I4Nb4Te17
I4Pt1,15173.0,-2.0993017000000003,I4Pt1
I4Rb2Zn1,56425.0,-2.47604185714,I4Rb2Zn1
I4S16Sn1,30299.0,-3.66387114286,I4S16Sn1
I4Si1,91745.0,-2.67959405,I4Si1
I4Sn1,36146.0,-2.3924559,I4Sn1
I4Te1,79.0,-1.9723620625,I4Te1
I4Ti1,39820.0,-3.0965037,I4Ti1
I4Zr1,8068.0,-3.50708416667,I4Zr1
I5In1Pb2,152028.0,-2.7842536875,I5In1Pb2
I5In1Sn2,151993.0,-2.760655,I5In1Sn2
I5In1Sr2,152022.0,-3.0704354375,I5In1Sr2
I5In3Sn1,74762.0,-2.68661566667,I5In3Sn1
I5K1Sn2,152009.0,-2.819661375,I5K1Sn2
I5La2,409702.0,-3.77279514286,I5La2
I5Nb1,10457.0,-2.92463191667,I5Nb1
I5Ru1Y4,71056.0,-4.6252737625,I5Ru1Y4
I6K2Pt1,37190.0,-2.43228394444,I6K2Pt1
I6K2Te1,23649.0,-2.3682918888900004,I6K2Te1
I6Mo3Se7Te1,417395.0,-3.84680626471,I6Mo3Se7Te1
I6Nb1Se2Te2,66910.0,-3.02877418182,I6Nb1Se2Te2
I6Nb1Te4,78371.0,-2.90137113636,I6Nb1Te4
I6Pb5S2,21040.0,-3.36903184615,I6Pb5S2
I6Pd1Rb2,92477.0,-2.34657747222,I6Pd1Rb2
I6Pt1Rb2,37191.0,-2.42606533333,I6Pt1Rb2
I6Rb2Sn1,22104.0,-2.54027722222,I6Rb2Sn1
I6Rb2Te1,36009.0,-2.35658105556,I6Rb2Te1
I6S1Sn4,12165.0,-3.15092422727,I6S1Sn4
I7Nb3S1,59254.0,-3.96929652273,I7Nb3S1
I7Nb3Te1,86724.0,-3.791644,I7Nb3Te1
I8Nb3,25767.0,-3.70330145455,I8Nb3
I8Pt3,60761.0,-2.3047005,I8Pt3
I9Nb6S1,71151.0,-4.42058128125,I9Nb6S1
In10Pb6S21,100688.0,-4.223546378380001,In10Pb6S21
In12K2Se19,93857.0,-3.69289969697,In12K2Se19
In1Ir1Li2,639824.0,-3.31486925,In1Ir1Li2
In1K1Mo2O8,9358.0,-6.7822196875,In1K1Mo2O8
In1K1O2,380401.0,-5.03142216667,In1K1O2
In1K1P2S7,91755.0,-4.46591054545,In1K1P2S7
In1K1S2,300153.0,-3.970221,In1K1S2
In1K1Se2,91469.0,-3.6097589375,In1K1Se2
In1K1Se4Sn1,170321.0,-3.79694221429,In1K1Se4Sn1
In1K1Te2,73410.0,-3.232474375,In1K1Te2
In1K2Na1P2,300132.0,-3.26788933333,In1K2Na1P2
In1K2Na1Sb2,77181.0,-2.88715558333,In1K2Na1Sb2
In1K2Na3O4,64671.0,-4.269748375,In1K2Na3O4
In1K2P2S7,248034.0,-4.40505541667,In1K2P2S7
In1K2P2Se8,50933.0,-3.88356805769,In1K2P2Se8
In1K3Mo4O15,423175.0,-6.76308886957,In1K3Mo4O15
In1K3Na2O4,63489.0,-4.226924375,In1K3Na2O4
In1K3P2,300141.0,-3.18769641667,In1K3P2
In1K5O4,74911.0,-4.1244884375,In1K5O4
In1K9Se7,419590.0,-3.23805883824,In1K9Se7
In1La1O3,281549.0,-6.89584455,In1La1O3
In1La3N1,98494.0,-5.4639312,In1La3N1
In1La3S6,639865.0,-5.801757875,In1La3S6
In1Li1S2,53093.0,-4.1638566875,In1Li1S2
In1Li1Se2,56532.0,-3.780896375,In1Li1Se2
In1Li1Te2,658016.0,-3.361335125,In1Li1Te2
In1Li2,659830.0,-2.468792,In1Li2
In1Li2Mg1,51965.0,-2.2506025000000003,In1Li2Mg1
In1Li2Pd1,106802.0,-2.85036475,In1Li2Pd1
In1Li2Pt1,106805.0,-3.12202925,In1Li2Pt1
In1Li2Rh1,107087.0,-3.1106865000000004,In1Li2Rh1
In1Mo2Na1O8,9681.0,-6.775984770830001,In1Mo2Na1O8
In1Mo2O8Rb1,10186.0,-6.784292333330001,In1Mo2O8Rb1
In1N1,181366.0,-5.44679975,In1N1
In1N1Ni3,247065.0,-4.5848744,In1N1Ni3
In1N1Sc3,98499.0,-6.317131,In1N1Sc3
In1N1Ti2,640030.0,-6.563454625,In1N1Ti2
In1N1Ti3,42929.0,-6.3492206,In1N1Ti3
In1N1Zr2,640031.0,-7.09908425,In1N1Zr2
In1Na1O2,34600.0,-5.15129375,In1Na1O2
In1Na1O6Si2,183780.0,-6.84875365,In1Na1O6Si2
In1Na1O8W2,16263.0,-7.327607416669999,In1Na1O8W2
In1Na1S2,640036.0,-3.94580525,In1Na1S2
In1Na1Se2,25558.0,-3.55723925,In1Na1Se2
In1Na1Te2,25346.0,-3.15756225,In1Na1Te2
In1Na3O4Rb2,33868.0,-4.22254185,In1Na3O4Rb2
In1Na3P2,300146.0,-3.297764875,In1Na3P2
In1Na3S3,300165.0,-3.71042728571,In1Na3S3
In1Na3Sb2,300140.0,-2.86802197917,In1Na3Sb2
In1Na5O4,62072.0,-4.33868095,In1Na5O4
In1Na5S4,300175.0,-3.6027657,In1Na5S4
In1Na5Te4,67280.0,-2.997489625,In1Na5Te4
In1Nb1O4,100695.0,-7.170691916669999,In1Nb1O4
In1Nb1S2,74702.0,-5.36302,In1Nb1S2
In1Nb1Se2,53102.0,-4.886928,In1Nb1Se2
In1Nb3S4,640055.0,-5.8867793125,In1Nb3S4
In1Nb3Se12,72528.0,-4.603514265619999,In1Nb3Se12
In1Nb3Te4,640060.0,-4.9318860625,In1Nb3Te4
In1O3Y1,251.0,-7.2155358,In1O3Y1
In1O4V1,155162.0,-6.801800083330001,In1O4V1
In1O6Rh1Sr3,51138.0,-5.99920986364,In1O6Rh1Sr3
In1O8Rb1W2,24859.0,-7.296253833330001,In1O8Rb1W2
In1P1,640184.0,-4.28207,In1P1
In1P1S4,1699.0,-4.47307183333,In1P1S4
In1P2Rb3,402811.0,-3.07313485417,In1P2Rb3
In1P3,37073.0,-4.792627625,In1P3
In1P3Rb6S14,248153.0,-4.2397759375,In1P3Rb6S14
In1P3Sr3,65056.0,-4.37636267857,In1P3Sr3
In1Pb1Rh3S2,640213.0,-4.45429171429,In1Pb1Rh3S2
In1Rb1S2,415086.0,-3.94299203125,In1Rb1S2
In1Rb1Se2,415087.0,-3.588001375,In1Rb1Se2
In1Rb1Te2,75346.0,-3.203056125,In1Rb1Te2
In1Rb3S3,23252.0,-3.62766757143,In1Rb3S3
In1S1,660105.0,-3.932112,In1S1
In1S3Sb1,300207.0,-4.25366825,In1S3Sb1
In1S6Sc3,640366.0,-5.747559075,In1S6Sc3
In1S6Y3,640401.0,-6.09418555,In1S6Y3
In1Sb1,640432.0,-3.5270075,In1Sb1
In1Sb9Sr11,240900.0,-3.788795,In1Sb9Sr11
In1Se1,640503.0,-3.6296485,In1Se1
In1Si1Te3,66356.0,-3.7255857,In1Si1Te3
In1Te1,60526.0,-3.221809375,In1Te1
In2Ir1Li1,106798.0,-3.62860925,In2Ir1Li1
In2K12Se9,419589.0,-3.26030781522,In2K12Se9
In2K1Na9O8,62065.0,-4.3086072,In2K1Na9O8
In2K2Sb3,300197.0,-3.21522325,In2K2Sb3
In2K4O21Si8,249479.0,-7.013020714289999,In2K4O21Si8
In2Li1Pd1,106803.0,-3.02815875,In2Li1Pd1
In2Li1Pt1,106804.0,-3.25958775,In2Li1Pt1
In2Li1Rh1,106806.0,-3.3527865,In2Li1Rh1
In2Li1Ru1,639896.0,-3.46158575,In2Li1Ru1
In2Li2S6Si1,262642.0,-4.45258486364,In2Li2S6Si1
In2Li2Se6Si1,262644.0,-3.99373536364,In2Li2Se6Si1
In2Li3,10051.0,-2.537112,In2Li3
In2Mg1O4,157770.0,-5.7396040714300005,In2Mg1O4
In2Mg1S4,53096.0,-4.1718885000000006,In2Mg1S4
In2Mn1Te4,639984.0,-3.99358057143,In2Mn1Te4
In2N1Sr4,62536.0,-3.43309614286,In2N1Sr4
In2Na2Sb3,300192.0,-3.17612339286,In2Na2Sb3
In2Na5Te6,67281.0,-3.08034251923,In2Na5Te6
In2Ni21P6,68998.0,-4.41064424138,In2Ni21P6
In2Ni3S2,640135.0,-3.98477457143,In2Ni3S2
In2O12W3,99606.0,-7.528066176469999,In2O12W3
In2O3,33649.0,-5.67534285,In2O3
In2O4Sr1,16241.0,-5.83958914286,In2O4Sr1
In2O5Sr2,22029.0,-5.860868,In2O5Sr2
In2O5Ti1,74316.0,-6.6258269375,In2O5Ti1
In2O7Si2,409452.0,-6.88772836364,In2O7Si2
In2O9Pb2Si2,407263.0,-6.5467321833300005,In2O9Pb2Si2
In2P2Sr1,260563.0,-4.1879739,In2P2Sr1
In2P3S9,1700.0,-4.56168366071,In2P3S9
In2P4Sr3,61335.0,-4.38521427778,In2P4Sr3
In2Pb1S4,100687.0,-4.2105044642900005,In2Pb1S4
In2Pb4Sb4Se13,420649.0,-3.985735847830002,In2Pb4Sb4Se13
In2Rb2Sb3,83663.0,-3.17637380357,In2Rb2Sb3
In2Rb4S5,23253.0,-3.73837422727,In2Rb4S5
In2Rh3S2,640339.0,-4.375207,In2Rh3S2
In2S3,151644.0,-4.1195276,In2S3
In2S4Sr1,300176.0,-4.43412355357,In2S4Sr1
In2S4Zn1,81811.0,-3.93214571429,In2S4Zn1
In2S5Zn2,42443.0,-3.77892194444,In2S5Zn2
In2S6Zn3,68645.0,-3.71999309091,In2S6Zn3
In2S7Sn3,68366.0,-4.300098625,In2S7Sn3
In2Sb6Sr5,36468.0,-3.77356803846,In2Sb6Sr5
In2Se1,44646.0,-3.24681145833,In2Se1
In2Se3,640495.0,-3.71473293333,In2Se3
In2Se4Sr1,41555.0,-4.01658851786,In2Se4Sr1
In2Se4Zn1,25647.0,-3.55386385714,In2Se4Zn1
In2Sr1Te4,41167.0,-3.54771928571,In2Sr1Te4
In2Te3,43550.0,-3.25659737778,In2Te3
In2Te4Zn1,25650.0,-3.13447885714,In2Te4Zn1
In2Te5,1385.0,-3.25015530952,In2Te5
In3Li13,51963.0,-2.27034478125,In3Li13
In3Na7Se8,300178.0,-3.43691513889,In3Na7Se8
In3Rb1S5,59667.0,-4.04001444444,In3Rb1S5
In3Te4,44655.0,-3.236301,In3Te4
In4K14O13,67961.0,-4.31830382258,In4K14O13
In4O7Rb2,6321.0,-5.20543507692,In4O7Rb2
In4S4Sn1,36513.0,-3.97816697222,In4S4Sn1
In4Se3,23465.0,-3.47873457143,In4Se3
In4Se4Sn1,56324.0,-3.67260108333,In4Se4Sn1
In4Te3,182787.0,-3.1855021428600003,In4Te3
In5K10Sb9,56323.0,-2.96735416667,In5K10Sb9
In5K1S8,40875.0,-4.07388035714,In5K1S8
In5La4S13,20381.0,-5.10655979545,In5La4S13
In5Na24O15,63570.0,-3.95486490909,In5Na24O15
In5Rb1S8,40877.0,-4.06792621429,In5Rb1S8
In5S4,23285.0,-3.7315175,In5S4
In5Sb3,640434.0,-3.2366900625,In5Sb3
In6S7,15317.0,-3.99337257692,In6S7
In6Se7,640477.0,-3.62050942308,In6Se7
In6Si4Y11,184240.0,-5.3059627381,In6Si4Y11
In7Te10,400669.0,-3.2932189705900003,In7Te10
In8N7Sr19,155930.0,-3.82342579412,In8N7Sr19
In9Pb4S17,31253.0,-4.18487668333,In9Pb4S17
Ir19La5P12,422912.0,-6.26533741667,Ir19La5P12
Ir1K1O3,4200.0,-5.485537616669999,Ir1K1O3
Ir1K2Na2O4,74912.0,-4.71594913889,Ir1K2Na2O4
Ir1K4O4,47223.0,-4.63274588889,Ir1K4O4
Ir1La1P1,414514.0,-6.328600666669999,Ir1La1P1
Ir1La2Mg1O6,81883.0,-7.1575433,Ir1La2Mg1O6
Ir1La2Na1O6,413634.0,-6.8724549,Ir1La2Na1O6
Ir1La2Ni1O6,79494.0,-7.0280603,Ir1La2Ni1O6
Ir1La2O6Zn1,81885.0,-6.8312282999999985,Ir1La2O6Zn1
Ir1La3O7,181572.0,-7.513196954550001,Ir1La3O7
Ir1Li1,659856.0,-4.121063,Ir1Li1
Ir1Li1Sn4,412252.0,-4.28063075,Ir1Li1Sn4
Ir1Li2Mg1,180119.0,-2.9994459375,Ir1Li2Mg1
Ir1Li2Sn1,640769.0,-3.6754375,Ir1Li2Sn1
Ir1Mg1O6Sr2,77835.0,-6.1542797,Ir1Mg1O6Sr2
Ir1Mg1O6Sr3,84737.0,-6.16559272727,Ir1Mg1O6Sr3
Ir1Mn1Sb1,44660.0,-6.060382,Ir1Mn1Sb1
Ir1Mn1Si1,246548.0,-6.815366,Ir1Mn1Si1
Ir1Mn1Sn1,104498.0,-5.704885,Ir1Mn1Sn1
Ir1Mn3N1,44659.0,-7.409872,Ir1Mn3N1
Ir1Mn3Si1,151748.0,-6.9200732,Ir1Mn3Si1
Ir1N1,183156.0,-6.4089125,Ir1N1
Ir1N2,240755.0,-7.17361075,Ir1N2
Ir1Na1O3,261371.0,-5.4943021,Ir1Na1O3
Ir1Na1O6Sr3,81906.0,-5.95033354545,Ir1Na1O6Sr3
Ir1Na2O4Rb2,74913.0,-4.65491211111,Ir1Na2O4Rb2
Ir1Na4O4,67826.0,-4.76710644444,Ir1Na4O4
Ir1Nb1Si1,411882.0,-7.02035566667,Ir1Nb1Si1
Ir1Nb1Te4,656451.0,-4.68106483333,Ir1Nb1Te4
Ir1Ni1O6Sr3,80286.0,-6.047768,Ir1Ni1O6Sr3
Ir1O2,81028.0,-6.1654225,Ir1O2
Ir1O3Sr1,16295.0,-6.158893366669999,Ir1O3Sr1
Ir1O4Sr2,78262.0,-6.19072385714,Ir1O4Sr2
Ir1O6Sc1Sr2,88152.0,-6.83287445,Ir1O6Sc1Sr2
Ir1O6Sr3Zn1,82658.0,-5.90141236364,Ir1O6Sr3Zn1
Ir1O6Sr4,72926.0,-6.17616822727,Ir1O6Sr4
Ir1P1Sc1,422403.0,-6.61094677778,Ir1P1Sc1
Ir1P1Se1,640901.0,-5.6005143333300005,Ir1P1Se1
Ir1P1Sr1,155712.0,-5.33421341667,Ir1P1Sr1
Ir1P2,174235.0,-6.305848416669999,Ir1P2
Ir1P3,640899.0,-6.1992698125,Ir1P3
Ir1S1Sb1,640952.0,-5.24524691667,Ir1S1Sb1
Ir1S2,640950.0,-5.174593875,Ir1S2
Ir1Sb1,44481.0,-5.27468,Ir1Sb1
Ir1Sb1Se1,640966.0,-5.00632,Ir1Sb1Se1
Ir1Sb1Te1,640967.0,-4.8297485,Ir1Sb1Te1
Ir1Sb2,640955.0,-5.110856,Ir1Sb2
Ir1Sb3,34050.0,-4.932690125,Ir1Sb3
Ir1Sc1Si1,420416.0,-6.599387416669999,Ir1Sc1Si1
Ir1Sc3Si3,421256.0,-6.28089028571,Ir1Sc3Si3
Ir1Se2,80569.0,-4.68724525,Ir1Se2
Ir1Si1,79236.0,-6.40238575,Ir1Si1
Ir1Si3,26218.0,-5.4764275,Ir1Si3
Ir1Si3Y1,641038.0,-6.3058138,Ir1Si3Y1
Ir1Sn1,641051.0,-5.23599125,Ir1Sn1
Ir1Sn1Zr1,408901.0,-6.268865,Ir1Sn1Zr1
Ir1Sn2,641054.0,-4.95238433333,Ir1Sn2
Ir1Sn4,412573.0,-4.600786599999998,Ir1Sn4
Ir1Te1,44870.0,-4.5145975,Ir1Te1
Ir1Te2,90086.0,-4.40660766667,Ir1Te2
Ir2N1Zr4,640826.0,-7.70796385714,Ir2N1Zr4
Ir2P1,640898.0,-6.2153163333300006,Ir2P1
Ir2P2Sr1,73531.0,-5.79864406667,Ir2P2Sr1
Ir2S3Sn3,640953.0,-4.69607715625,Ir2S3Sn3
Ir2Si2Y1,181768.0,-6.7306436000000005,Ir2Si2Y1
Ir3La2Sb4,423170.0,-5.48201897222,Ir3La2Sb4
Ir3La3O11,200472.0,-7.0437215147100005,Ir3La3O11
Ir3Li1,104488.0,-5.01591725,Ir3Li1
Ir3Mg1Si7,249150.0,-5.72818559091,Ir3Mg1Si7
Ir3Mg3Si8,416868.0,-5.17798739286,Ir3Mg3Si8
Ir3Sc1Si7,15244.0,-6.22323672727,Ir3Sc1Si7
Ir3Se8,40823.0,-4.47822581818,Ir3Se8
Ir3Si1,43680.0,-6.154718,Ir3Si1
Ir3Si4,42731.0,-6.32741625,Ir3Si4
Ir3Si5,157956.0,-6.2487600625,Ir3Si5
Ir3Si5Y2,641029.0,-6.5517705,Ir3Si5Y2
Ir4La9O24Rb1,171323.0,-7.23939928947,Ir4La9O24Rb1
Ir4Sc5Si10,640980.0,-6.28618557895,Ir4Sc5Si10
Ir4Si10Y5,641033.0,-6.39931828947,Ir4Si10Y5
Ir4Sn13Sr3,641056.0,-4.4935378,Ir4Sn13Sr3
Ir4Sn4Sr3,410992.0,-4.56467918182,Ir4Sn4Sr3
Ir5Mg15Si2,95783.0,-3.31798080682,Ir5Mg15Si2
Ir5Sn7,76912.0,-5.06159541667,Ir5Sn7
Ir7Sc4Si6,640978.0,-6.594557235290001,Ir7Sc4Si6
K10Mg1Mo7O27,54015.0,-6.50927992222,K10Mg1Mo7O27
K10Mn1Mo7O27,54016.0,-6.5952673,K10Mn1Mo7O27
K13N19Na2W7,81764.0,-6.4002152439,K13N19Na2W7
K1La1Na1Nb1O5,94743.0,-6.9630625,K1La1Na1Nb1O5
K1La1O2,27001.0,-6.46780325,K1La1O2
K1La1O3Pd1,417108.0,-5.881808916669999,K1La1O3Pd1
K1La1O4Ti1,261365.0,-7.39536092857,K1La1O4Ti1
K1La1S2,44942.0,-5.3090660000000005,K1La1S2
K1La1S4Si1,603184.0,-5.37684964286,K1La1S4Si1
K1La1Se4Si1,603185.0,-4.82719342857,K1La1Se4Si1
K1La1Te2,98654.0,-4.3947865,K1La1Te2
K1Li1S1,47229.0,-3.60622483333,K1Li1S1
K1Li1Se1,67277.0,-3.38381683333,K1Li1Se1
K1Li1Te1,67887.0,-3.12840666667,K1Li1Te1
K1Mg1P1,641231.0,-3.3366335,K1Mg1P1
K1Mg1Sb1,41709.0,-2.84087883333,K1Mg1Sb1
K1Mn1Na1O10Si4,260176.0,-7.332868147060001,K1Mn1Na1O10Si4
K1Mn1Na1O2,61403.0,-5.42073115,K1Mn1Na1O2
K1Mn1O2,31983.0,-6.319291020830001,K1Mn1O2
K1Mn1O4V1,158975.0,-7.10464900893,K1Mn1O4V1
K1Mn1P1,89593.0,-5.11730466667,K1Mn1P1
K1Mn1Sb1,89590.0,-4.58411,K1Mn1Sb1
K1Mn1Te2,87983.0,-4.245173,K1Mn1Te2
K1Mn2O30Si12Zn3,20134.0,-7.244208500000001,K1Mn2O30Si12Zn3
K1Mo12S14,171363.0,-6.105991351849999,K1Mo12S14
K1Mo2O8Sc1,28019.0,-7.436768916669999,K1Mo2O8Sc1
K1Mo3S3,30752.0,-5.85896114286,K1Mo3S3
K1Mo3Se3,604517.0,-5.50849407143,K1Mo3Se3
K1Mo3Te3,604500.0,-5.13919207143,K1Mo3Te3
K1Mo4O6,73807.0,-7.21425736364,K1Mo4O6
K1Mo4O8,60242.0,-7.36130815385,K1Mo4O8
K1Mo5O13,280882.0,-7.34954231579,K1Mo5O13
K1Mo6S8,641241.0,-5.976321733330001,K1Mo6S8
K1N3,28896.0,-6.501928375,K1N3
K1N7P4,410630.0,-7.2297243125,K1N7P4
K1Na1O1,32743.0,-3.57375616667,K1Na1O1
